Date,Gold,Silver,Yuan,ETH,LTC,XRP,ETC,STR,DASH,SC,XMR,XEM,BTC
2019-06-21,1388.35,15.29,6.8472,288.0183781484136,137.82077306440374,0.4403062585688615,8.674328141747576,0.12304987404647647,163.68925716855938,0.003046762057061318,108.75790636738982,0.08698014259675053,9828.2647001978
2019-06-22,1396.9,15.329999999999998,6.84875,296.9775319061047,135.91625547110937,0.45078907593554524,8.917732764976448,0.12479530602696429,168.66279762207373,0.0030956524090859764,112.36757467384513,0.08843534628045657,10335.75780028965
2019-06-23,1401.1750000000002,15.349999999999998,6.849525,301.45710878495026,134.96399667446218,0.45603048461888707,9.039435076590884,0.1256680220172082,171.14956784883088,0.0031200975850983054,114.17240882707279,0.0891629481223096,10589.504350335574
2019-06-24,1405.45,15.37,6.8503,305.9366856637958,134.01173787781497,0.46127189330222895,9.161137388205319,0.1265407380074521,173.63633807558807,0.0031445427611106348,115.97724298030045,0.08989054996416261,10843.2509003815
2019-06-25,1429.55,15.4,6.858,313.59612709615436,133.375624917485,0.4640800270712172,9.138885164266878,0.12480510742682221,175.2464348636022,0.0032873279885357342,113.30081974059756,0.09068491002857199,11335.613753571499
2019-06-26,1406.75,15.255,6.8701,333.4347958114583,133.9911556149135,0.4734786525049731,9.240900773601219,0.1252615914595931,178.40909380270028,0.0034300841474736448,107.40279482569476,0.10023468119839649,12704.015361013498
2019-06-27,1402.25,15.25,6.8778,304.9859839780662,116.80858608792349,0.41625156574811145,7.84910044720633,0.11114691711140179,160.06058193025697,0.0031227541748260652,92.88505069701897,0.08963461057371112,11565.7562030595
2019-06-28,1413.2,15.22,6.8747,302.0956145218998,115.88913815865777,0.407703711296775,7.817432781433155,0.1094522270167072,161.90003057569916,0.0031505438480288854,96.81119491713265,0.09533312310517034,11668.680918625501
2019-06-29,1401.625,15.24,6.87315,295.9457880135593,117.90858276584231,0.4036740890688447,7.727335663255651,0.1071801107438904,157.84234041082567,0.0031087053109404177,92.59417723051877,0.0928764079602303,11122.041793540251
2019-06-30,1395.8375,15.25,6.872375,292.87087475938904,118.91830506943458,0.4016592779548796,7.6822871041669,0.10604405260748201,155.8134953283889,0.003087786042396184,90.48566838721182,0.09164805038776029,10848.722230997626
2019-07-01,1390.05,15.26,6.8716,289.79596150521877,119.92802737302686,0.3996444668409145,7.637238545078149,0.1049079944710736,153.78465024595215,0.00306686677385195,88.37715954390487,0.09041969281529028,10575.402668455
2019-07-02,1393.1,15.17,6.8513,281.2404045544527,116.52112874441406,0.39306277661031397,7.506026581648466,0.1021513303417543,145.31328389187132,0.0029653539338447194,84.03046146636494,0.08681329275290231,10225.358392568
2019-07-03,1425.1,15.31,6.864,294.10216782684336,119.45034171860632,0.3977803646993747,7.7692720188926705,0.10305249665305137,155.93581115380425,0.0029540958246740195,87.76107409290704,0.09032716079291714,11361.907017976999
2019-07-04,1415.25,15.28,6.8705,293.6471204919206,122.74695331140916,0.39385975289939434,7.877896708379037,0.10209013191246176,158.87247617540203,0.00304048502832074,88.40362244093969,0.09027901699475427,11694.173185849
2019-07-05,1414.4,15.21,6.8697,289.11277929851593,118.70503245907884,0.3814234844047922,7.762351219907022,0.10066113512110159,154.32496395623093,0.0029998351526156104,88.37525470106152,0.08977284456716343,11110.500565243
2019-07-06,1409.65,15.14,6.8789,298.8427853785971,119.61069059520389,0.3895493358983803,7.85625657972449,0.10224794646676516,155.9226376575469,0.0030514714286774304,96.41346709762584,0.09095563666932596,11522.76509942775
